,time,input,gAseen,gAacc,gBseen,gBacc,score,prediction,ground_truth,group_membership
8621,8621,B_rej,804,83,7818,1419,0.04965724,0,0.0,1.0
8622,8622,B_rej,804,83,7819,1419,0.016293893,0,0.0,1.0
8623,8623,B_acc,804,83,7820,1420,0.58226013,1,1.0,1.0
8624,8624,B_rej,804,83,7821,1420,0.011163451,0,0.0,1.0
8625,8625,B_acc,804,83,7822,1421,0.60098016,1,0.0,1.0
8626,8626,B_rej,804,83,7823,1421,3.931797e-07,0,0.0,1.0
8627,8627,B_rej,804,83,7824,1421,0.02402516,0,0.0,1.0
8628,8628,B_rej,804,83,7825,1421,0.0001907015,0,0.0,1.0
8629,8629,B_rej,804,83,7826,1421,0.21228024,0,0.0,1.0
8630,8630,B_rej,804,83,7827,1421,0.32853004,0,1.0,1.0
8631,8631,B_acc,804,83,7828,1422,0.9991721,1,1.0,1.0
8632,8632,B_rej,804,83,7829,1422,0.023059461,0,0.0,1.0
8633,8633,B_rej,804,83,7830,1422,0.00011573964,0,0.0,1.0
8634,8634,A_rej,805,83,7830,1422,0.002081861,0,0.0,0.0
8635,8635,B_rej,805,83,7831,1422,0.18575852,0,0.0,1.0
8636,8636,B_rej,805,83,7832,1422,1.872521e-05,0,0.0,1.0
8637,8637,B_rej,805,83,7833,1422,0.014576304,0,0.0,1.0
8638,8638,B_rej,805,83,7834,1422,0.25466862,0,0.0,1.0
8639,8639,B_rej,805,83,7835,1422,0.27620354,0,0.0,1.0
8640,8640,B_rej,805,83,7836,1422,0.48850098,0,1.0,1.0
8641,8641,A_rej,806,83,7836,1422,0.012050424,0,0.0,0.0
8642,8642,B_rej,806,83,7837,1422,0.08214807,0,1.0,1.0
8643,8643,B_rej,806,83,7838,1422,0.18415883,0,0.0,1.0
8644,8644,B_rej,806,83,7839,1422,0.0017008131,0,0.0,1.0
8645,8645,B_rej,806,83,7840,1422,0.013299349,0,0.0,1.0
8646,8646,B_rej,806,83,7841,1422,0.01065425,0,0.0,1.0
8647,8647,B_rej,806,83,7842,1422,0.12010805,0,0.0,1.0
8648,8648,B_rej,806,83,7843,1422,2.5526486e-05,0,0.0,1.0
8649,8649,B_rej,806,83,7844,1422,0.36802864,0,0.0,1.0
8650,8650,A_rej,807,83,7844,1422,0.41869947,0,0.0,0.0
8651,8651,B_rej,807,83,7845,1422,0.09325225,0,0.0,1.0
8652,8652,B_rej,807,83,7846,1422,0.10022252,0,0.0,1.0
8653,8653,B_acc,807,83,7847,1423,0.9182023,1,1.0,1.0
8654,8654,B_rej,807,83,7848,1423,0.0019593039,0,0.0,1.0
8655,8655,B_rej,807,83,7849,1423,0.029204536,0,0.0,1.0
8656,8656,B_rej,807,83,7850,1423,0.36128992,0,0.0,1.0
8657,8657,B_rej,807,83,7851,1423,0.26442602,0,0.0,1.0
8658,8658,B_rej,807,83,7852,1423,0.00018844208,0,0.0,1.0
8659,8659,B_rej,807,83,7853,1423,0.26083174,0,0.0,1.0
8660,8660,B_rej,807,83,7854,1423,0.054465115,0,0.0,1.0
8661,8661,B_rej,807,83,7855,1423,0.28115267,0,1.0,1.0
8662,8662,B_rej,807,83,7856,1423,5.828888e-05,0,0.0,1.0
8663,8663,B_rej,807,83,7857,1423,0.4062483,0,0.0,1.0
8664,8664,A_rej,808,83,7857,1423,0.0109410575,0,0.0,0.0
8665,8665,B_rej,808,83,7858,1423,0.0033505254,0,0.0,1.0
8666,8666,B_rej,808,83,7859,1423,2.8463572e-05,0,0.0,1.0
8667,8667,B_acc,808,83,7860,1424,0.53328115,1,1.0,1.0
8668,8668,A_rej,809,83,7860,1424,0.111050084,0,0.0,0.0
8669,8669,A_rej,810,83,7860,1424,0.0013200488,0,0.0,0.0
8670,8670,B_rej,810,83,7861,1424,0.064290285,0,0.0,1.0
8671,8671,B_rej,810,83,7862,1424,0.4112998,0,0.0,1.0
8672,8672,B_rej,810,83,7863,1424,5.610227e-06,0,0.0,1.0
8673,8673,A_acc,811,84,7863,1424,0.66954476,1,0.0,0.0
8674,8674,A_rej,812,84,7863,1424,0.1641519,0,0.0,0.0
8675,8675,B_rej,812,84,7864,1424,0.017962996,0,0.0,1.0
8676,8676,B_rej,812,84,7865,1424,0.03256568,0,0.0,1.0
8677,8677,B_rej,812,84,7866,1424,0.04340995,0,0.0,1.0
8678,8678,B_acc,812,84,7867,1425,0.8292299,1,1.0,1.0
8679,8679,B_rej,812,84,7868,1425,0.2216927,0,0.0,1.0
8680,8680,B_rej,812,84,7869,1425,0.21421766,0,0.0,1.0
8681,8681,B_rej,812,84,7870,1425,0.005579838,0,0.0,1.0
8682,8682,B_acc,812,84,7871,1426,0.5094758,1,1.0,1.0
8683,8683,B_rej,812,84,7872,1426,0.20385355,0,0.0,1.0
8684,8684,B_rej,812,84,7873,1426,0.0005783414,0,0.0,1.0
8685,8685,B_rej,812,84,7874,1426,0.023457292,0,0.0,1.0
8686,8686,B_rej,812,84,7875,1426,0.020351283,0,1.0,1.0
8687,8687,B_rej,812,84,7876,1426,6.081292e-06,0,0.0,1.0
8688,8688,A_rej,813,84,7876,1426,0.0031786559,0,0.0,0.0
8689,8689,B_rej,813,84,7877,1426,0.030462025,0,0.0,1.0
8690,8690,B_rej,813,84,7878,1426,0.00073862425,0,0.0,1.0
8691,8691,B_rej,813,84,7879,1426,0.0015304703,0,0.0,1.0
8692,8692,B_acc,813,84,7880,1427,0.9771075,1,1.0,1.0
8693,8693,A_rej,814,84,7880,1427,0.08722778,0,0.0,0.0
8694,8694,B_rej,814,84,7881,1427,0.198042,0,0.0,1.0
8695,8695,B_rej,814,84,7882,1427,0.044275623,0,0.0,1.0
8696,8696,B_acc,814,84,7883,1428,0.6295176,1,1.0,1.0
8697,8697,B_rej,814,84,7884,1428,4.733123e-06,0,0.0,1.0
8698,8698,A_rej,815,84,7884,1428,0.21318556,0,1.0,0.0
8699,8699,B_acc,815,84,7885,1429,0.932474,1,1.0,1.0
8700,8700,B_rej,815,84,7886,1429,0.31534874,0,0.0,1.0
8701,8701,A_acc,816,85,7886,1429,0.5990426,1,0.0,0.0
8702,8702,B_rej,816,85,7887,1429,0.0012880616,0,0.0,1.0
8703,8703,B_acc,816,85,7888,1430,0.7510955,1,1.0,1.0
8704,8704,B_rej,816,85,7889,1430,0.03198373,0,0.0,1.0
8705,8705,B_rej,816,85,7890,1430,0.28122035,0,0.0,1.0
8706,8706,B_rej,816,85,7891,1430,0.047968384,0,0.0,1.0
8707,8707,B_rej,816,85,7892,1430,0.29369375,0,1.0,1.0
8708,8708,B_rej,816,85,7893,1430,0.00036451986,0,0.0,1.0
8709,8709,B_rej,816,85,7894,1430,0.0004894931,0,0.0,1.0
8710,8710,B_rej,816,85,7895,1430,0.021725878,0,0.0,1.0
8711,8711,B_rej,816,85,7896,1430,0.25539032,0,1.0,1.0
8712,8712,A_rej,817,85,7896,1430,1.1007901e-05,0,0.0,0.0
8713,8713,B_rej,817,85,7897,1430,0.00035683368,0,0.0,1.0
8714,8714,B_rej,817,85,7898,1430,0.000566873,0,0.0,1.0
8715,8715,B_rej,817,85,7899,1430,0.050517604,0,0.0,1.0
8716,8716,B_rej,817,85,7900,1430,0.0075620594,0,0.0,1.0
8717,8717,B_acc,817,85,7901,1431,0.982734,1,1.0,1.0
8718,8718,A_rej,818,85,7901,1431,0.107300535,0,0.0,0.0
8719,8719,B_rej,818,85,7902,1431,0.2145936,0,0.0,1.0
8720,8720,B_acc,818,85,7903,1432,0.74715054,1,0.0,1.0
8721,8721,B_acc,818,85,7904,1433,0.958677,1,1.0,1.0
8722,8722,B_acc,818,85,7905,1434,0.5823093,1,1.0,1.0
8723,8723,B_rej,818,85,7906,1434,0.0010343145,0,0.0,1.0
8724,8724,B_rej,818,85,7907,1434,0.0438712,0,0.0,1.0
8725,8725,B_rej,818,85,7908,1434,0.00039449253,0,0.0,1.0
8726,8726,B_rej,818,85,7909,1434,0.45833388,0,0.0,1.0
8727,8727,A_rej,819,85,7909,1434,0.00078574417,0,0.0,0.0
8728,8728,B_rej,819,85,7910,1434,0.04017544,0,0.0,1.0
8729,8729,B_rej,819,85,7911,1434,0.002514588,0,0.0,1.0
8730,8730,B_rej,819,85,7912,1434,0.4414911,0,1.0,1.0
8731,8731,B_rej,819,85,7913,1434,0.0007026862,0,0.0,1.0
8732,8732,B_rej,819,85,7914,1434,0.18963028,0,0.0,1.0
8733,8733,B_rej,819,85,7915,1434,0.0023072395,0,0.0,1.0
8734,8734,B_rej,819,85,7916,1434,0.00027438035,0,0.0,1.0
8735,8735,B_acc,819,85,7917,1435,0.99980766,1,1.0,1.0
8736,8736,B_rej,819,85,7918,1435,0.26735792,0,0.0,1.0
8737,8737,A_rej,820,85,7918,1435,0.025150785,0,0.0,0.0
8738,8738,B_rej,820,85,7919,1435,0.0014179271,0,0.0,1.0
8739,8739,B_rej,820,85,7920,1435,0.3620694,0,1.0,1.0
8740,8740,B_rej,820,85,7921,1435,0.076912686,0,0.0,1.0
8741,8741,A_rej,821,85,7921,1435,0.10756116,0,1.0,0.0
8742,8742,B_rej,821,85,7922,1435,0.374093,0,0.0,1.0
8743,8743,B_rej,821,85,7923,1435,0.2508819,0,0.0,1.0
8744,8744,B_rej,821,85,7924,1435,0.0013979777,0,0.0,1.0
8745,8745,B_rej,821,85,7925,1435,0.041340873,0,0.0,1.0
8746,8746,B_rej,821,85,7926,1435,0.25315568,0,0.0,1.0
8747,8747,B_rej,821,85,7927,1435,0.0004431631,0,0.0,1.0
8748,8748,B_acc,821,85,7928,1436,0.72276664,1,1.0,1.0
8749,8749,B_acc,821,85,7929,1437,0.738847,1,1.0,1.0
8750,8750,B_rej,821,85,7930,1437,0.00022083826,0,0.0,1.0
8751,8751,B_rej,821,85,7931,1437,0.30929717,0,1.0,1.0
8752,8752,B_rej,821,85,7932,1437,0.002128746,0,0.0,1.0
8753,8753,B_rej,821,85,7933,1437,0.00020955934,0,0.0,1.0
8754,8754,B_acc,821,85,7934,1438,0.9991103,1,1.0,1.0
8755,8755,B_acc,821,85,7935,1439,0.52998304,1,1.0,1.0
8756,8756,B_rej,821,85,7936,1439,0.067206055,0,0.0,1.0
8757,8757,B_rej,821,85,7937,1439,0.10726802,0,0.0,1.0
8758,8758,B_rej,821,85,7938,1439,0.040681507,0,0.0,1.0
8759,8759,B_rej,821,85,7939,1439,0.0145833725,0,0.0,1.0
8760,8760,B_rej,821,85,7940,1439,0.0024893875,0,0.0,1.0
8761,8761,B_rej,821,85,7941,1439,0.00052051205,0,0.0,1.0
8762,8762,B_acc,821,85,7942,1440,0.59132755,1,1.0,1.0
8763,8763,B_acc,821,85,7943,1441,0.9108591,1,1.0,1.0
8764,8764,A_rej,822,85,7943,1441,0.007813316,0,0.0,0.0
8765,8765,B_rej,822,85,7944,1441,0.017203083,0,0.0,1.0
8766,8766,B_rej,822,85,7945,1441,0.00909431,0,0.0,1.0
8767,8767,B_rej,822,85,7946,1441,0.11055637,0,0.0,1.0
8768,8768,B_rej,822,85,7947,1441,0.0018697451,0,0.0,1.0
8769,8769,B_rej,822,85,7948,1441,0.33365503,0,0.0,1.0
8770,8770,B_rej,822,85,7949,1441,0.25729853,0,0.0,1.0
8771,8771,B_rej,822,85,7950,1441,0.07840929,0,0.0,1.0
8772,8772,B_rej,822,85,7951,1441,0.033599637,0,0.0,1.0
8773,8773,B_rej,822,85,7952,1441,0.22381933,0,0.0,1.0
8774,8774,B_rej,822,85,7953,1441,0.36925068,0,0.0,1.0
8775,8775,B_rej,822,85,7954,1441,0.11289041,0,0.0,1.0
8776,8776,B_rej,822,85,7955,1441,0.34590843,0,1.0,1.0
8777,8777,B_rej,822,85,7956,1441,0.25853586,0,0.0,1.0
8778,8778,B_acc,822,85,7957,1442,0.7446083,1,1.0,1.0
8779,8779,B_acc,822,85,7958,1443,0.65895367,1,1.0,1.0
8780,8780,B_acc,822,85,7959,1444,0.77232695,1,1.0,1.0
8781,8781,A_rej,823,85,7959,1444,0.090326786,0,0.0,0.0
8782,8782,B_rej,823,85,7960,1444,0.28030187,0,1.0,1.0
8783,8783,B_rej,823,85,7961,1444,0.035947923,0,0.0,1.0
8784,8784,A_acc,824,86,7961,1444,0.6253878,1,1.0,0.0
8785,8785,B_rej,824,86,7962,1444,0.1344288,0,0.0,1.0
8786,8786,B_rej,824,86,7963,1444,0.014063006,0,0.0,1.0
8787,8787,B_rej,824,86,7964,1444,0.0647246,0,0.0,1.0
8788,8788,B_rej,824,86,7965,1444,0.4778622,0,1.0,1.0
8789,8789,B_acc,824,86,7966,1445,0.95413965,1,1.0,1.0
8790,8790,B_rej,824,86,7967,1445,0.002995643,0,0.0,1.0
8791,8791,B_rej,824,86,7968,1445,0.00808423,0,0.0,1.0
8792,8792,B_rej,824,86,7969,1445,0.0012669789,0,0.0,1.0
8793,8793,B_rej,824,86,7970,1445,0.15191323,0,1.0,1.0
8794,8794,B_rej,824,86,7971,1445,0.18944688,0,0.0,1.0
8795,8795,B_rej,824,86,7972,1445,0.054970026,0,0.0,1.0
8796,8796,B_rej,824,86,7973,1445,0.43658987,0,0.0,1.0
8797,8797,B_rej,824,86,7974,1445,0.003028526,0,0.0,1.0
8798,8798,B_rej,824,86,7975,1445,0.02269815,0,0.0,1.0
8799,8799,B_rej,824,86,7976,1445,0.29132155,0,0.0,1.0
8800,8800,B_acc,824,86,7977,1446,0.71381444,1,0.0,1.0
8801,8801,B_rej,824,86,7978,1446,0.09618391,0,1.0,1.0
8802,8802,B_rej,824,86,7979,1446,0.41001707,0,0.0,1.0
8803,8803,B_rej,824,86,7980,1446,0.00018414961,0,0.0,1.0
8804,8804,B_rej,824,86,7981,1446,0.24346867,0,0.0,1.0
8805,8805,B_rej,824,86,7982,1446,0.27543095,0,0.0,1.0
8806,8806,B_rej,824,86,7983,1446,0.0073094703,0,0.0,1.0
8807,8807,A_rej,825,86,7983,1446,0.04679061,0,0.0,0.0
8808,8808,B_rej,825,86,7984,1446,0.2405898,0,0.0,1.0
8809,8809,B_acc,825,86,7985,1447,0.5595679,1,1.0,1.0
8810,8810,B_rej,825,86,7986,1447,0.16201063,0,0.0,1.0
8811,8811,B_rej,825,86,7987,1447,0.22718967,0,0.0,1.0
8812,8812,B_acc,825,86,7988,1448,0.6285709,1,0.0,1.0
8813,8813,A_rej,826,86,7988,1448,0.0006749652,0,0.0,0.0
8814,8814,B_rej,826,86,7989,1448,0.42540315,0,1.0,1.0
8815,8815,B_rej,826,86,7990,1448,0.00069269846,0,0.0,1.0
8816,8816,A_rej,827,86,7990,1448,0.00019329664,0,0.0,0.0
8817,8817,B_rej,827,86,7991,1448,0.0038589328,0,0.0,1.0
8818,8818,B_rej,827,86,7992,1448,0.11509606,0,0.0,1.0
8819,8819,B_rej,827,86,7993,1448,0.40887967,0,0.0,1.0
8820,8820,B_rej,827,86,7994,1448,0.44203174,0,1.0,1.0
8821,8821,B_rej,827,86,7995,1448,0.039829258,0,0.0,1.0
8822,8822,B_rej,827,86,7996,1448,0.030234385,0,0.0,1.0
8823,8823,B_rej,827,86,7997,1448,0.0006239069,0,0.0,1.0
8824,8824,B_rej,827,86,7998,1448,0.0029385441,0,0.0,1.0
8825,8825,B_acc,827,86,7999,1449,0.5573416,1,0.0,1.0
8826,8826,B_rej,827,86,8000,1449,0.06910597,0,0.0,1.0
8827,8827,B_acc,827,86,8001,1450,0.7517217,1,1.0,1.0
8828,8828,B_rej,827,86,8002,1450,0.39305642,0,1.0,1.0
8829,8829,B_rej,827,86,8003,1450,0.32950258,0,0.0,1.0
8830,8830,A_rej,828,86,8003,1450,7.528884e-05,0,0.0,0.0
8831,8831,B_rej,828,86,8004,1450,9.544522e-05,0,0.0,1.0
8832,8832,B_rej,828,86,8005,1450,0.13652052,0,0.0,1.0
8833,8833,B_acc,828,86,8006,1451,0.7178828,1,1.0,1.0
8834,8834,B_rej,828,86,8007,1451,0.46542707,0,0.0,1.0
8835,8835,B_rej,828,86,8008,1451,0.00039186806,0,0.0,1.0
8836,8836,B_rej,828,86,8009,1451,0.39500347,0,0.0,1.0
8837,8837,B_rej,828,86,8010,1451,0.093308344,0,0.0,1.0
8838,8838,B_rej,828,86,8011,1451,4.948584e-05,0,0.0,1.0
8839,8839,B_rej,828,86,8012,1451,0.011812948,0,0.0,1.0
8840,8840,B_rej,828,86,8013,1451,0.054887157,0,0.0,1.0
8841,8841,B_rej,828,86,8014,1451,0.16136158,0,0.0,1.0
8842,8842,B_rej,828,86,8015,1451,0.11226825,0,0.0,1.0
8843,8843,B_rej,828,86,8016,1451,0.019428544,0,0.0,1.0
8844,8844,B_rej,828,86,8017,1451,0.018933868,0,0.0,1.0
8845,8845,B_rej,828,86,8018,1451,0.42524442,0,1.0,1.0
8846,8846,B_rej,828,86,8019,1451,0.10633596,0,1.0,1.0
8847,8847,B_rej,828,86,8020,1451,0.3989178,0,1.0,1.0
8848,8848,B_rej,828,86,8021,1451,2.936929e-05,0,0.0,1.0
8849,8849,B_acc,828,86,8022,1452,0.8264631,1,1.0,1.0
8850,8850,B_rej,828,86,8023,1452,0.42862755,0,0.0,1.0
8851,8851,B_rej,828,86,8024,1452,0.02033563,0,0.0,1.0
8852,8852,B_rej,828,86,8025,1452,0.1170164,0,0.0,1.0
8853,8853,B_rej,828,86,8026,1452,0.07320569,0,0.0,1.0
8854,8854,B_rej,828,86,8027,1452,0.0011698925,0,0.0,1.0
8855,8855,B_acc,828,86,8028,1453,0.9981346,1,1.0,1.0
8856,8856,B_acc,828,86,8029,1454,0.9745086,1,1.0,1.0
8857,8857,B_rej,828,86,8030,1454,4.820229e-05,0,0.0,1.0
8858,8858,B_rej,828,86,8031,1454,0.001310451,0,0.0,1.0
8859,8859,B_acc,828,86,8032,1455,0.5522378,1,1.0,1.0
8860,8860,B_acc,828,86,8033,1456,0.83862096,1,1.0,1.0
8861,8861,B_rej,828,86,8034,1456,0.41873965,0,1.0,1.0
8862,8862,B_rej,828,86,8035,1456,0.08936737,0,0.0,1.0
8863,8863,B_rej,828,86,8036,1456,0.0015820836,0,0.0,1.0
8864,8864,B_rej,828,86,8037,1456,0.07745951,0,0.0,1.0
8865,8865,B_rej,828,86,8038,1456,0.26063758,0,0.0,1.0
8866,8866,B_rej,828,86,8039,1456,0.034280036,0,0.0,1.0
8867,8867,B_rej,828,86,8040,1456,0.021372369,0,0.0,1.0
8868,8868,B_rej,828,86,8041,1456,0.381784,0,1.0,1.0
8869,8869,B_rej,828,86,8042,1456,0.00032917058,0,0.0,1.0
8870,8870,B_rej,828,86,8043,1456,0.0005982618,0,0.0,1.0
8871,8871,B_rej,828,86,8044,1456,0.3383434,0,1.0,1.0
8872,8872,B_rej,828,86,8045,1456,0.05740327,0,0.0,1.0
8873,8873,B_acc,828,86,8046,1457,0.7123876,1,1.0,1.0
8874,8874,B_rej,828,86,8047,1457,0.48851538,0,1.0,1.0
8875,8875,B_rej,828,86,8048,1457,0.00053593074,0,0.0,1.0
8876,8876,B_rej,828,86,8049,1457,0.29120392,0,1.0,1.0
8877,8877,B_rej,828,86,8050,1457,0.013000418,0,0.0,1.0
8878,8878,B_rej,828,86,8051,1457,0.024558084,0,0.0,1.0
8879,8879,B_rej,828,86,8052,1457,0.00071537454,0,0.0,1.0
8880,8880,B_rej,828,86,8053,1457,0.12493373,0,0.0,1.0
8881,8881,B_rej,828,86,8054,1457,0.024793323,0,0.0,1.0
8882,8882,B_rej,828,86,8055,1457,0.035663955,0,0.0,1.0
8883,8883,B_rej,828,86,8056,1457,0.056868438,0,0.0,1.0
8884,8884,B_rej,828,86,8057,1457,0.02231692,0,0.0,1.0
8885,8885,A_rej,829,86,8057,1457,0.00011983546,0,0.0,0.0
8886,8886,B_rej,829,86,8058,1457,0.1409576,0,0.0,1.0
8887,8887,A_rej,830,86,8058,1457,0.004160677,0,0.0,0.0
8888,8888,B_rej,830,86,8059,1457,0.09584439,0,0.0,1.0
8889,8889,B_rej,830,86,8060,1457,0.00362701,0,0.0,1.0
8890,8890,B_rej,830,86,8061,1457,0.012009873,0,0.0,1.0
8891,8891,B_rej,830,86,8062,1457,0.0013561621,0,0.0,1.0
8892,8892,B_rej,830,86,8063,1457,0.004041389,0,0.0,1.0
8893,8893,B_rej,830,86,8064,1457,0.04243168,0,0.0,1.0
8894,8894,B_acc,830,86,8065,1458,0.6143001,1,0.0,1.0
8895,8895,B_acc,830,86,8066,1459,0.6970842,1,1.0,1.0
8896,8896,B_rej,830,86,8067,1459,0.0883705,0,0.0,1.0
8897,8897,B_rej,830,86,8068,1459,0.485435,0,0.0,1.0
8898,8898,B_rej,830,86,8069,1459,0.1002237,0,0.0,1.0
8899,8899,B_rej,830,86,8070,1459,0.039922234,0,0.0,1.0
8900,8900,B_rej,830,86,8071,1459,0.0015579693,0,0.0,1.0
8901,8901,B_rej,830,86,8072,1459,0.16226305,0,0.0,1.0
8902,8902,B_rej,830,86,8073,1459,0.025458304,0,0.0,1.0
8903,8903,B_rej,830,86,8074,1459,0.00075705413,0,0.0,1.0
8904,8904,B_rej,830,86,8075,1459,0.14350303,0,0.0,1.0
8905,8905,A_rej,831,86,8075,1459,0.08213937,0,0.0,0.0
8906,8906,B_rej,831,86,8076,1459,3.3988108e-05,0,0.0,1.0
8907,8907,B_rej,831,86,8077,1459,4.301532e-05,0,0.0,1.0
8908,8908,B_rej,831,86,8078,1459,0.02750748,0,0.0,1.0
8909,8909,A_rej,832,86,8078,1459,0.0079329265,0,0.0,0.0
8910,8910,B_rej,832,86,8079,1459,0.1882701,0,1.0,1.0
8911,8911,A_rej,833,86,8079,1459,0.005765153,0,0.0,0.0
8912,8912,B_rej,833,86,8080,1459,0.0008842144,0,0.0,1.0
8913,8913,B_rej,833,86,8081,1459,0.113253094,0,0.0,1.0
8914,8914,B_rej,833,86,8082,1459,0.04172092,0,0.0,1.0
8915,8915,B_rej,833,86,8083,1459,0.00080636784,0,0.0,1.0
8916,8916,B_rej,833,86,8084,1459,0.39325112,0,1.0,1.0
8917,8917,B_rej,833,86,8085,1459,0.23676734,0,0.0,1.0
8918,8918,B_rej,833,86,8086,1459,0.0019614103,0,0.0,1.0
8919,8919,B_rej,833,86,8087,1459,0.009705745,0,0.0,1.0
8920,8920,B_acc,833,86,8088,1460,0.81767213,1,1.0,1.0
8921,8921,B_acc,833,86,8089,1461,0.5722911,1,1.0,1.0
8922,8922,B_rej,833,86,8090,1461,0.43010196,0,0.0,1.0
8923,8923,B_rej,833,86,8091,1461,0.08567526,0,0.0,1.0
8924,8924,B_rej,833,86,8092,1461,0.23808065,0,0.0,1.0
8925,8925,B_rej,833,86,8093,1461,4.09739e-05,0,0.0,1.0
8926,8926,B_rej,833,86,8094,1461,0.36256915,0,1.0,1.0
8927,8927,B_rej,833,86,8095,1461,0.0024950302,0,0.0,1.0
8928,8928,B_rej,833,86,8096,1461,0.19709566,0,0.0,1.0
8929,8929,B_rej,833,86,8097,1461,0.32791194,0,0.0,1.0
8930,8930,B_rej,833,86,8098,1461,0.012432061,0,0.0,1.0
8931,8931,B_rej,833,86,8099,1461,0.016167004,0,0.0,1.0
8932,8932,B_acc,833,86,8100,1462,0.71191907,1,1.0,1.0
8933,8933,B_rej,833,86,8101,1462,0.0009891998,0,0.0,1.0
8934,8934,A_rej,834,86,8101,1462,0.0029875976,0,0.0,0.0
8935,8935,B_rej,834,86,8102,1462,0.42874303,0,0.0,1.0
8936,8936,A_rej,835,86,8102,1462,0.012822916,0,0.0,0.0
8937,8937,B_rej,835,86,8103,1462,0.042256784,0,0.0,1.0
8938,8938,B_acc,835,86,8104,1463,0.59499234,1,1.0,1.0
8939,8939,B_rej,835,86,8105,1463,0.008535045,0,0.0,1.0
8940,8940,B_rej,835,86,8106,1463,0.005928371,0,0.0,1.0
8941,8941,B_rej,835,86,8107,1463,0.00024924512,0,0.0,1.0
8942,8942,B_rej,835,86,8108,1463,0.22332747,0,0.0,1.0
8943,8943,B_rej,835,86,8109,1463,0.26063758,0,0.0,1.0
8944,8944,B_rej,835,86,8110,1463,0.15343796,0,0.0,1.0
8945,8945,A_rej,836,86,8110,1463,0.037106227,0,0.0,0.0
8946,8946,B_rej,836,86,8111,1463,0.00069022336,0,0.0,1.0
8947,8947,B_rej,836,86,8112,1463,0.095218524,0,0.0,1.0
8948,8948,B_rej,836,86,8113,1463,0.15441634,0,0.0,1.0
8949,8949,B_rej,836,86,8114,1463,0.41620374,0,0.0,1.0
8950,8950,B_rej,836,86,8115,1463,0.2904884,0,0.0,1.0
8951,8951,B_rej,836,86,8116,1463,0.0002899402,0,0.0,1.0
8952,8952,B_rej,836,86,8117,1463,0.10653234,0,0.0,1.0
8953,8953,B_rej,836,86,8118,1463,0.40032375,0,0.0,1.0
8954,8954,B_rej,836,86,8119,1463,0.026884185,0,0.0,1.0
8955,8955,A_acc,837,87,8119,1463,0.56027913,1,0.0,0.0
8956,8956,B_rej,837,87,8120,1463,0.06069647,0,0.0,1.0
8957,8957,A_rej,838,87,8120,1463,0.07814495,0,0.0,0.0
8958,8958,B_acc,838,87,8121,1464,0.7032289,1,1.0,1.0
8959,8959,B_rej,838,87,8122,1464,0.00038264215,0,0.0,1.0
8960,8960,B_rej,838,87,8123,1464,0.4563014,0,1.0,1.0
8961,8961,B_rej,838,87,8124,1464,0.24451613,0,0.0,1.0
8962,8962,B_rej,838,87,8125,1464,0.42279875,0,0.0,1.0
8963,8963,B_rej,838,87,8126,1464,5.073784e-06,0,0.0,1.0
8964,8964,A_rej,839,87,8126,1464,0.0019329608,0,0.0,0.0
8965,8965,B_rej,839,87,8127,1464,0.0361898,0,0.0,1.0
8966,8966,B_rej,839,87,8128,1464,0.2429241,0,1.0,1.0
8967,8967,B_rej,839,87,8129,1464,0.0071624154,0,0.0,1.0
8968,8968,B_rej,839,87,8130,1464,0.30883774,0,0.0,1.0
8969,8969,B_rej,839,87,8131,1464,0.28856575,0,0.0,1.0
8970,8970,B_rej,839,87,8132,1464,0.002595181,0,0.0,1.0
8971,8971,B_rej,839,87,8133,1464,0.007703867,0,0.0,1.0
8972,8972,B_rej,839,87,8134,1464,0.036900762,0,0.0,1.0
8973,8973,B_rej,839,87,8135,1464,0.42392424,0,0.0,1.0
8974,8974,B_rej,839,87,8136,1464,0.39529318,0,0.0,1.0
8975,8975,B_acc,839,87,8137,1465,0.8397174,1,1.0,1.0
8976,8976,B_rej,839,87,8138,1465,0.34156567,0,0.0,1.0
8977,8977,B_rej,839,87,8139,1465,0.42167476,0,0.0,1.0
8978,8978,B_rej,839,87,8140,1465,3.4323795e-05,0,0.0,1.0
8979,8979,A_rej,840,87,8140,1465,0.064619295,0,0.0,0.0
8980,8980,B_rej,840,87,8141,1465,0.00036075097,0,0.0,1.0
8981,8981,B_rej,840,87,8142,1465,0.0024097967,0,0.0,1.0
8982,8982,B_rej,840,87,8143,1465,0.15653202,0,0.0,1.0
8983,8983,B_rej,840,87,8144,1465,3.7891714e-06,0,0.0,1.0
8984,8984,B_rej,840,87,8145,1465,0.07671929,0,0.0,1.0
8985,8985,B_rej,840,87,8146,1465,0.00054810976,0,0.0,1.0
8986,8986,B_acc,840,87,8147,1466,0.9638439,1,1.0,1.0
8987,8987,B_acc,840,87,8148,1467,0.7086705,1,1.0,1.0
8988,8988,B_rej,840,87,8149,1467,0.00019165412,0,0.0,1.0
8989,8989,B_acc,840,87,8150,1468,0.53544563,1,0.0,1.0
8990,8990,B_rej,840,87,8151,1468,0.14699982,0,1.0,1.0
8991,8991,B_rej,840,87,8152,1468,0.04090728,0,0.0,1.0
8992,8992,B_rej,840,87,8153,1468,0.44047308,0,0.0,1.0
8993,8993,B_rej,840,87,8154,1468,0.017833699,0,0.0,1.0
8994,8994,B_rej,840,87,8155,1468,0.004119408,0,0.0,1.0
